,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5 LINK ID,ITS LINK ID,도로등급,도로명,권역,연장(km),차선수,전체-평일,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0~1시,1~2시,2~3시,3~4시,4~5시,5~6시,6~7시,7~8시,8~9시,9~10시,10~11시,11~12시,12~13시,13~14시,14~15시,15~16시,16~17시,17~18시,18~19시,19~20시,20~21시,21~22시,22~23시,23~24시
1014095,"1150010003,1150010003,1150010002,1150010002,1150010002,1150010002,1150010002",특별광역시도,화곡로,서울특별시 강서구,0.7050,6,36,36,36,36,34,36,30,26,25,23,21,21,23,22,19,16,12,13,13,21,25,27,27,30
1014114,"1140038000,1140038000,1140038000,2420192100,2420189100,2420189100",특별광역시도,화곡로,서울특별시 양천구,0.5380,6,42,42,43,44,52,42,51,45,45,48,50,51,50,50,50,51,50,49,48,50,50,50,51,42
1014145,1140023301,특별광역시도,남부순환로,서울특별시 양천구,0.1000,3,61,62,63,62,56,60,40,27,32,33,35,44,47,47,45,43,33,25,29,43,50,52,54,57
1014147,1140060700,특별광역시도,국회대로,서울특별시 양천구,0.2400,1,46,46,46,46,45,46,44,42,43,43,43,45,45,44,44,44,44,44,44,44,44,43,43,44
1014150,1140017103,특별광역시도,남부순환로,서울특별시 양천구,0.2030,3,54,54,54,55,47,53,40,43,39,32,32,30,33,32,26,21,14,13,14,22,35,44,50,50
1014155,"1150435800,1140026301",특별광역시도,강서로5길,서울특별시 강서구,0.0740,1,25,26,26,26,23,26,19,13,14,15,15,17,17,16,17,18,18,22,23,25,24,23,22,24
1014156,1140063000,특별광역시도,중앙로,서울특별시 강서구,0.2950,4,55,56,56,55,54,54,52,46,43,49,50,50,50,50,50,50,49,46,46,49,50,50,51,53
1014157,1140063100,특별광역시도,중앙로,서울특별시 강서구,0.2950,4,53,52,53,53,51,49,51,39,33,42,43,43,44,44,37,34,29,23,12,15,31,42,43,50
1014158,1150435900,특별광역시도,강서로,서울특별시 강서구,0.0420,4,39,39,40,40,40,40,38,24,20,25,24,26,27,26,21,19,16,14,9,10,18,24,26,35
1014159,1150436000,특별광역시도,강서로,서울특별시 강서구,0.0420,4,40,40,40,41,42,42,41,39,37,37,38,39,38,37,37,39,38,40,41,41,39,38,37,39
1014160,1150022800,특별광역시도,국회대로,서울특별시 강서구,0.0640,1,22,24,24,26,22,25,20,18,19,19,19,19,19,19,19,19,19,20,21,18,18,18,17,19
1014161,1140026301,특별광역시도,강서로5길,서울특별시 강서구,0.0410,2,9,9,10,8,10,9,10,11,11,11,9,8,9,9,8,8,9,11,10,9,9,10,9,10
1014162,1140020802,특별광역시도,중앙로,서울특별시 양천구,0.0850,1,34,34,34,34,34,33,32,28,26,31,30,30,31,30,30,31,31,31,30,30,31,32,32,33
1014163,"1140020701,1140020701,1140020701",특별광역시도,중앙로,서울특별시 양천구,0.3110,6,28,30,31,31,26,29,25,17,14,18,20,20,21,20,19,18,17,13,13,17,21,22,23,25
1014164,"1140016001,1140016001,1140016001,1140016002,1140016002",특별광역시도,중앙로,서울특별시 양천구,0.3550,6,28,31,33,33,28,32,34,26,23,27,27,28,28,27,26,26,23,19,16,21,25,26,29,33
1014165,"1140026401,1150435700",특별광역시도,강서로5길,서울특별시 강서구,0.1260,1,31,31,33,33,32,33,31,28,25,26,24,24,25,24,22,21,21,19,18,15,19,21,22,28
1014166,1140041103,특별광역시도,국회대로,서울특별시 강서구,0.0280,3,46,48,49,50,44,49,36,33,32,34,35,35,34,34,34,33,32,32,33,33,34,36,36,41
1014167,1140041103,특별광역시도,국회대로,서울특별시 양천구,0.0410,1,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,4,-,-,-
1014168,1140041003,특별광역시도,국회대로,서울특별시 양천구,0.0410,3,36,39,37,37,32,37,31,31,28,30,30,30,31,30,30,30,32,32,31,31,31,31,33,34
1014169,1140041003,특별광역시도,국회대로,서울특별시 양천구,0.0210,3,36,40,38,39,31,38,30,30,28,29,29,29,29,29,29,29,29,30,29,28,29,29,32,34
1014170,1140063400,특별광역시도,중앙로,서울특별시 양천구,0.0720,1,34,34,34,35,33,34,32,31,30,30,31,31,31,31,31,31,31,30,29,29,30,30,31,32
1014171,"1140012300,1140012300,1140012300,1140006503,1140006502,1140006502,1140006502,1140006502,1140006502,1140006501,1140006501",특별광역시도,중앙로,서울특별시 양천구,0.8810,6,40,40,41,41,37,39,33,26,21,26,30,31,31,31,30,29,29,28,27,29,33,31,32,36
1014172,"1140015903,1140015903,1140015902,1140015902,1140015902",특별광역시도,중앙로,서울특별시 양천구,0.3550,6,37,38,39,38,32,36,34,29,29,28,29,28,30,29,29,27,27,26,28,30,34,33,36,39
1014173,"1140024202,1140024202,1140024203,1140024203,1140024203,1140024204",특별광역시도,목동로,서울특별시 양천구,0.3890,6,34,35,36,36,34,35,33,21,21,23,24,25,27,25,24,22,18,15,14,17,24,28,29,29
1014174,"1140018100,1140018100,1140018100,1140018100,1140018100,1140018100",특별광역시도,목동로,서울특별시 양천구,0.4110,6,33,35,36,34,35,32,39,31,32,31,29,30,29,28,27,27,26,26,26,27,28,32,34,33
1014175,"1140018201,1140018201,1140018201,1140018201,1140018201,1140018201",특별광역시도,목동로,서울특별시 양천구,0.4110,6,47,48,48,48,46,46,42,22,23,27,29,30,33,29,27,25,20,15,10,21,31,31,32,42
1014176,"1140001601,1140001602,1140001602",특별광역시도,목동로,서울특별시 양천구,0.1900,7,44,45,46,47,43,47,38,37,38,29,36,36,36,35,34,31,29,25,24,26,32,34,34,38
1014177,"1140015500,1140015500,1140015500,1140015500,1140015500,1140014905,1140014905,1140014906,1140014906,1140014907,1140014907,1140014907,1140014903,1140014902,1140014901,1140014901",특별광역시도,신월로,서울특별시 양천구,1.1560,6,36,37,37,38,36,37,34,31,25,31,30,30,30,29,27,25,21,18,15,22,28,32,28,33
1014178,"1140015001,1140015001,1140015002,1140015003,1140015006,1140015006,1140015006,1140015007,1140015007,1140015005,1140015005,1140015600,1140015600,1140015600,1140015600,1140015600",특별광역시도,신월로,서울특별시 양천구,1.1560,6,38,39,40,39,37,39,33,31,25,30,28,30,31,29,28,29,29,30,31,32,33,32,30,34
1014179,"1140041304,1140041303,1140041303,1140041302,1140041302,1140041301,1140041301,1140024902",특별광역시도,국회대로,서울특별시 양천구,1.2770,2,50,53,55,56,47,54,32,16,16,20,23,23,24,21,18,16,15,13,13,16,19,27,29,41
1014180,"1140024103,1140024102,1140024102,1140024102,1140024101,1140024101",특별광역시도,목동로,서울특별시 양천구,0.3890,6,35,38,39,40,34,37,26,23,24,21,18,20,22,21,20,20,16,14,14,22,27,29,31,30
1014216,1140046300,특별광역시도,안양천로,서울특별시 양천구,0.4560,4,73,73,73,72,71,70,58,28,34,47,40,48,56,52,49,46,41,46,52,57,61,63,67,71
1014217,1140046400,특별광역시도,안양천로,서울특별시 양천구,0.4560,4,68,69,69,67,66,67,60,57,59,56,53,55,57,56,56,56,54,54,53,57,60,62,63,66
1014218,1140042200,특별광역시도,안양천로,서울특별시 양천구,0.1150,6,62,62,63,62,60,61,49,45,50,46,45,47,49,48,47,46,43,41,41,47,53,56,57,59
1014219,1140042100,특별광역시도,안양천로,서울특별시 양천구,0.1150,6,67,66,67,65,68,65,57,34,36,49,46,51,54,52,50,48,44,46,49,50,53,55,60,63
1014239,"1150004800,1150004800,1150004800,1150102900,1150102900,1150102900",일반국도,김포대로,서울특별시 강서구,0.6150,4,59,60,60,60,49,54,46,46,46,46,47,46,46,45,45,45,44,43,42,42,45,43,46,47
1014248,1150066500,특별광역시도,하늘길,서울특별시 강서구,0.0700,3,29,30,33,35,29,31,30,30,28,27,26,25,27,25,24,24,25,20,20,25,25,23,22,23
1014252,"1150435900,1150435900",특별광역시도,강서로,서울특별시 강서구,0.1470,6,18,19,20,20,19,20,18,12,11,12,11,10,12,11,9,8,8,8,7,7,9,11,12,16
1014259,1150022400,연결로,인천국제공항고속도로,서울특별시 강서구,1.0200,2,75,75,73,72,72,72,72,74,75,73,73,73,73,73,72,72,73,74,73,72,71,71,72,74
1014272,"1150014701,1150014701",일반국도,공항대로,서울특별시 강서구,0.0670,8,23,25,26,26,30,30,28,27,25,24,22,20,19,18,18,19,20,22,22,19,15,15,17,20
1014273,"1150014601,1150014601",일반국도,공항대로,서울특별시 강서구,0.0670,8,19,18,16,16,22,23,16,18,17,15,15,16,15,15,16,16,16,16,16,17,18,21,23,23
1014274,1140001601,특별광역시도,목동로,서울특별시 양천구,0.0300,7,34,32,33,33,29,33,25,24,25,25,28,28,27,27,26,26,24,21,20,22,29,31,29,29
1014275,1140001501,특별광역시도,목동로,서울특별시 양천구,0.0300,7,52,53,52,52,45,52,42,41,35,37,38,39,40,42,42,42,42,42,41,43,44,44,43,47
1014276,"1140002401,1140002401",특별광역시도,안양천로,서울특별시 양천구,0.2700,1,49,50,50,49,45,48,42,23,29,35,31,37,42,39,37,36,34,38,41,43,43,44,46,47
1014277,"1140044100,1140044100,1160017300",특별광역시도,목동로,서울특별시 양천구,0.2970,7,44,46,46,46,45,45,46,40,30,32,30,30,35,42,44,44,44,28,27,29,33,34,38,40
1014278,"1160017400,1140044200,1140044200",특별광역시도,목동로,서울특별시 양천구,0.2970,7,42,42,43,43,38,43,32,28,28,32,31,31,31,29,27,24,18,13,11,17,30,34,34,36
1014282,1150087200,특별광역시도,초원로,서울특별시 강서구,0.0310,4,20,24,23,25,20,22,22,24,23,24,24,21,19,20,19,19,18,17,13,16,19,18,17,18
1014283,1150087300,특별광역시도,초원로,서울특별시 강서구,0.0310,4,19,17,16,20,19,18,19,18,18,17,17,17,18,17,17,17,17,17,15,17,18,17,18,19
1014289,1150014601,일반국도,공항대로,서울특별시 강서구,0.0270,8,29,29,27,26,31,30,28,27,25,25,27,27,27,27,27,27,27,26,25,26,26,27,28,29
1014290,1150107400,일반국도,공항대로,서울특별시 강서구,0.0270,8,40,41,39,41,41,42,41,40,39,39,39,39,38,38,38,39,39,39,39,38,38,37,38,38
1014293,"1150086300,1150086500,1150018100",특별광역시도,초원로,서울특별시 강서구,0.4320,2,22,24,24,24,21,23,22,21,20,20,21,20,20,20,20,19,18,16,13,19,20,21,20,21
1014294,1150004401,연결로,인천국제공항고속도로,서울특별시 강서구,1.9560,1,73,73,72,70,69,70,67,67,69,68,68,69,69,69,69,69,69,70,70,70,69,70,71,71
1014295,1150004302,일반국도,인천국제공항고속도로,서울특별시 강서구,0.0100,5,24,25,23,27,22,25,20,18,14,19,19,19,20,20,19,19,18,14,11,15,19,19,20,21
1014296,1150004402,일반국도,인천국제공항고속도로,서울특별시 강서구,0.0100,5,45,44,45,45,44,45,43,43,42,42,43,43,43,43,42,41,41,39,37,38,41,42,43,43
1014298,1140080700,특별광역시도,중앙로,서울특별시 양천구,0.0870,1,18,29,30,21,31,19,20,18,22,19,21,22,20,19,19,22,21,21,22,22,22,21,20,19
1014299,1140063700,특별광역시도,국회대로,서울특별시 양천구,0.0840,1,27,28,28,28,27,28,26,21,20,24,24,25,25,24,25,25,24,25,25,26,26,26,26,27
1014300,"1140043600,1140043600",특별광역시도,안양천로,서울특별시 양천구,0.3550,1,49,48,48,47,46,48,42,40,42,40,38,39,40,40,40,40,38,36,35,39,42,43,45,47
1014301,1140026401,특별광역시도,강서로5길,서울특별시 강서구,0.0310,1,15,23,22,22,18,16,14,23,17,18,18,19,17,19,17,17,18,18,14,19,18,17,13,21
1014302,1140026301,특별광역시도,강서로5길,서울특별시 강서구,0.0080,2,8,8,9,8,10,9,10,11,10,10,8,8,8,8,8,9,8,11,10,9,9,10,9,10
1014303,1140026401,특별광역시도,강서로5길,서울특별시 강서구,0.0330,2,30,30,30,30,30,30,29,28,27,29,28,28,29,29,28,28,28,28,27,27,27,28,28,29
1014370,1140041103,특별광역시도,국회대로,서울특별시 강서구,0.0240,3,44,46,47,47,42,46,35,33,31,33,34,34,34,33,33,33,32,31,32,32,33,34,35,39
1014371,1140041401,특별광역시도,국회대로,서울특별시 강서구,0.0440,2,24,24,25,25,25,25,24,23,22,22,21,22,22,22,21,21,22,24,25,25,24,25,23,24
1014372,1140026401,특별광역시도,강서로5길,서울특별시 강서구,0.0090,2,20,20,21,21,20,21,20,20,19,20,20,20,21,20,20,20,20,20,19,19,19,19,19,20
1014373,1140041103,특별광역시도,국회대로,서울특별시 강서구,0.0280,3,41,43,44,45,39,43,33,31,30,32,32,32,32,31,31,31,30,30,31,30,31,31,32,35
1014374,1150109900,특별광역시도,-,서울특별시 강서구,0.2600,2,45,47,47,48,44,45,44,45,46,45,45,46,46,45,45,45,45,44,44,44,43,41,41,44
1014375,1150097200,연결로,올림픽대로,서울특별시 강서구,0.0880,1,42,42,42,42,41,42,40,35,19,33,33,35,38,32,32,32,33,31,30,37,39,39,40,41
1014376,1150004501,도시고속도로,올림픽대로,서울특별시 강서구,0.1580,4,97,96,96,97,73,92,36,19,27,24,25,37,50,44,41,36,31,23,31,53,77,81,87,92
1014383,1130090100,특별광역시도,화곡로,서울특별시 마포구,0.7610,6,69,70,71,71,56,68,52,48,43,41,38,38,40,40,40,38,36,34,32,40,46,48,50,60
1014384,1130090200,특별광역시도,화곡로,서울특별시 마포구,0.7610,6,73,74,74,74,63,71,40,19,15,26,36,44,49,46,43,41,33,22,24,46,56,60,63,68
1014385,1150086000,연결로,올림픽대로,서울특별시 마포구,0.1810,2,52,53,53,53,47,52,33,24,24,24,29,35,39,39,36,34,26,21,19,28,38,42,44,48
1014386,"1130023701,1150081200",특별광역시도,화곡로,서울특별시 마포구,0.7490,4,68,71,72,72,65,69,46,15,7,11,24,34,45,35,28,26,15,11,12,25,41,48,53,60
1014387,"1150081100,1130023801",특별광역시도,화곡로,서울특별시 강서구,0.7490,4,67,68,70,69,60,67,57,56,52,54,54,54,54,54,55,53,50,45,39,52,56,57,58,62
1014388,1150003202,도시고속도로,올림픽대로,서울특별시 강서구,0.7350,4,84,86,86,85,79,83,69,49,39,54,60,60,62,60,57,54,50,46,43,47,57,66,70,77
1014390,1130023804,특별광역시도,가양대로,서울특별시 마포구,0.4370,4,80,78,79,78,77,78,75,73,68,72,72,72,72,72,71,71,71,71,70,71,73,74,75,77
1014391,1130023704,특별광역시도,가양대로,서울특별시 마포구,0.4370,4,76,77,77,76,74,76,67,32,24,54,61,67,69,68,66,65,59,45,45,64,67,70,72,75
1014392,"1130006902,1130006902,1130006902,1130006902",도시고속도로,강변북로,서울특별시 마포구,1.9160,5,92,93,93,91,65,87,34,24,23,27,30,36,43,41,37,38,35,34,39,52,67,71,77,84
1014394,1130068100,연결로,자유로,서울특별시 마포구,0.4240,1,50,49,49,48,44,47,42,40,31,40,37,34,40,42,40,35,25,18,18,23,40,44,45,47
1014395,1130027002,특별광역시도,가양대로,서울특별시 마포구,0.0290,6,60,58,57,59,56,56,52,47,44,50,51,52,53,52,52,52,52,51,51,54,55,56,56,57
1014396,1130026901,특별광역시도,가양대로,서울특별시 마포구,0.0290,6,76,77,77,76,74,75,67,32,24,54,61,66,68,68,66,65,59,45,45,63,67,70,72,74
1014398,1130007002,도시고속도로,강변북로,서울특별시 마포구,0.4010,5,96,97,97,96,89,94,82,74,54,75,69,64,70,72,67,59,42,31,29,36,60,71,76,85
1014401,1130067400,연결로,강변북로,서울특별시 마포구,0.8450,1,54,53,54,53,53,53,51,48,46,49,50,50,51,50,50,50,49,49,48,49,50,51,52,53
1014402,1130068900,연결로,강변북로,서울특별시 마포구,0.2390,1,58,58,59,59,50,57,34,23,19,30,28,33,36,33,30,29,27,26,33,42,46,48,51,54
1014403,1130069000,연결로,강변북로,서울특별시 마포구,0.2190,2,52,51,51,52,52,52,51,50,44,50,50,50,50,50,50,49,50,48,47,48,49,49,49,50
1014404,1130068000,연결로,강변북로,서울특별시 마포구,0.1050,1,59,58,59,60,59,60,59,59,59,59,58,58,58,58,57,57,57,56,56,55,56,56,56,57
1014405,1130069200,연결로,강변북로,서울특별시 마포구,0.5680,1,50,51,52,52,48,50,44,39,35,42,41,42,43,42,41,41,39,34,35,41,42,42,43,47
1014407,1130069700,연결로,자유로,서울특별시 마포구,0.3890,2,56,56,55,55,52,54,52,50,49,51,52,53,54,54,54,54,53,52,48,50,51,52,53,54
1014410,1130069100,연결로,강변북로,서울특별시 마포구,0.3820,1,48,48,47,47,44,45,42,40,41,40,41,43,44,44,44,45,44,44,44,45,45,45,46,47
1014411,1130067500,연결로,강변북로,서울특별시 마포구,0.1360,2,56,57,59,58,51,57,36,19,13,26,29,35,39,36,33,33,28,23,27,39,43,44,47,51
1014412,1150082900,연결로,올림픽대로,서울특별시 강서구,0.6270,1,56,55,55,54,49,53,35,29,33,30,30,36,42,43,40,39,37,40,44,46,49,50,52,54
1014413,1150087700,연결로,올림픽대로,서울특별시 강서구,0.2680,1,55,56,57,57,52,55,49,38,28,40,43,44,45,43,41,36,25,14,8,22,39,46,48,52
1014414,1150083100,연결로,올림픽대로,서울특별시 강서구,0.1140,3,26,27,28,29,24,27,23,19,15,17,19,20,21,20,19,18,19,18,17,18,19,20,20,24
1014415,1150082500,연결로,올림픽대로,서울특별시 강서구,0.4550,1,50,51,51,51,46,49,46,46,43,39,37,36,37,36,36,35,32,31,27,37,43,43,44,48
1014416,1150083100,연결로,올림픽대로,서울특별시 강서구,0.2170,1,52,51,52,55,51,51,50,40,33,39,45,46,47,46,45,45,44,44,42,44,46,47,47,50
1014417,1150084600,연결로,올림픽대로,서울특별시 강서구,0.2110,2,55,55,55,55,48,53,47,46,39,33,29,29,31,30,30,29,26,23,19,33,41,42,44,50
1014418,1150083900,연결로,올림픽대로,서울특별시 강서구,0.1110,3,44,44,40,39,40,39,39,38,37,38,38,38,38,38,38,38,37,32,22,36,39,39,39,41
1014419,1150082000,연결로,올림픽대로,서울특별시 강서구,0.3260,2,59,59,58,58,56,57,52,51,51,51,52,52,53,53,53,52,52,53,53,54,55,55,56,57
1014420,1150083900,연결로,올림픽대로,서울특별시 강서구,0.9260,1,54,54,54,54,51,52,48,38,31,44,46,46,47,46,46,42,32,18,9,26,44,48,49,52
1014422,"1140041402,1140041202,1140041202,1140041203,1140041204,1140041205,1140041205",특별광역시도,국회대로,서울특별시 양천구,1.2530,3,45,46,46,46,39,44,36,32,27,31,34,34,35,34,34,34,35,35,34,35,38,38,40,42
1014425,1150082000,연결로,올림픽대로,서울특별시 강서구,0.1850,1,72,72,71,70,61,69,37,28,31,30,30,35,44,43,39,37,36,40,46,53,61,63,66,68
1014426,1150083900,연결로,올림픽대로,서울특별시 강서구,0.1940,1,64,66,68,67,59,64,51,32,22,40,44,43,45,42,39,33,23,16,12,21,37,49,52,59
1014453,1140026401,특별광역시도,강서로5길,서울특별시 양천구,0.0390,2,21,21,22,22,23,23,22,24,22,25,21,21,22,21,20,22,21,23,24,22,22,22,21,21
1014454,1140041401,특별광역시도,국회대로,서울특별시 양천구,0.0570,3,40,42,41,41,36,41,33,30,28,31,31,32,33,32,32,32,33,34,34,35,35,35,37,39
1014455,"1140020702,1140020702",특별광역시도,중앙로,서울특별시 양천구,0.0980,2,36,36,35,36,34,35,33,33,31,33,34,34,33,33,33,33,32,31,29,31,32,32,33,33
1014456,1140024901,특별광역시도,국회대로,서울특별시 강서구,0.0430,3,37,39,41,43,36,41,30,28,27,28,28,28,28,27,28,27,27,27,27,26,26,27,28,31
1014457,1140041402,특별광역시도,국회대로,서울특별시 강서구,0.0530,1,12,15,12,11,9,14,16,18,19,16,15,17,21,17,20,22,19,18,19,21,20,16,14,12
1014458,1140041401,특별광역시도,국회대로,서울특별시 양천구,0.0340,3,44,46,45,46,37,44,33,29,28,31,31,33,34,33,32,32,34,35,35,36,37,37,40,41
1014459,1150106400,특별광역시도,하늘길,서울특별시 강서구,0.1770,4,21,20,20,23,19,21,20,20,20,21,19,19,19,19,19,20,20,19,19,19,20,19,19,19
1014460,"1160071800,1160071800,1160071800,1160063500,1160058200,1160058200,1160011503,1160011502,1160011501,1160036300",특별광역시도,오리로,서울특별시 구로구,1.8410,4,44,44,46,44,39,42,37,30,30,32,32,34,35,34,34,33,31,31,30,35,37,38,39,41
1014461,"1160007607,1160011601,1160011602,1160011603,1160058100,1160058100,1160063600,1160071900,1160071900,1160071900",특별광역시도,오리로,서울특별시 구로구,1.8410,4,40,41,42,43,38,40,37,25,27,31,29,31,32,32,30,30,26,26,26,29,34,35,36,38
1014465,1150081400,연결로,올림픽대로,서울특별시 강서구,0.3420,1,59,59,58,57,53,56,53,56,52,47,45,45,46,45,45,45,46,47,47,50,50,51,52,56
1014466,1150082400,연결로,올림픽대로,서울특별시 강서구,0.7310,1,59,60,60,60,57,59,56,33,19,36,49,53,55,52,51,51,52,52,52,51,52,52,53,56
1014468,1150048400,특별광역시도,남부순환로,서울특별시 강서구,1.1290,2,65,65,67,68,62,66,54,51,48,49,48,50,51,52,50,47,40,23,18,45,56,57,57,61
1014469,"1150048000,1150048000,1150048000,1150048000,1150045600,1150045600,1150045600",특별광역시도,남부순환로,서울특별시 강서구,0.4420,4,36,36,36,37,34,36,28,23,21,22,23,25,27,27,26,26,26,25,24,27,30,32,30,31
1014470,"1150039200,1150039400,1150040700,1150040700,1150040700",특별광역시도,남부순환로,서울특별시 강서구,0.3060,3,43,42,42,42,40,42,41,38,33,36,37,38,39,37,37,37,38,39,39,40,40,41,42,44
1014471,"1160015802,1160015802,1140041500",특별광역시도,안양천로,서울특별시 구로구,0.3470,6,55,55,57,54,56,53,44,32,32,37,35,39,41,38,37,35,33,31,32,34,41,44,49,51
1014472,"1140041600,1160015702,1160015702",특별광역시도,안양천로,서울특별시 구로구,0.3470,6,47,47,48,48,44,46,35,30,33,31,32,34,35,34,32,32,30,29,30,34,40,41,42,43
1014475,"1150041000,1150041000,1150041000",특별광역시도,남부순환로,서울특별시 강서구,0.3060,2,49,50,50,50,46,48,42,40,39,40,38,39,39,38,38,37,34,28,25,35,39,39,43,46
1014476,1150044500,특별광역시도,남부순환로,서울특별시 강서구,0.0280,4,27,26,26,25,26,26,27,28,27,27,26,27,27,27,27,27,27,28,28,27,27,27,26,26
1014477,1150044600,특별광역시도,남부순환로,서울특별시 강서구,0.0280,4,38,38,38,38,38,38,35,33,33,33,33,33,32,32,32,31,32,30,29,31,31,30,33,35
1014484,1150107600,특별광역시도,하늘길,서울특별시 강서구,0.0600,2,19,24,28,24,21,23,22,27,28,26,24,24,26,26,25,26,26,26,25,24,23,21,21,23
1014485,1140003403,특별광역시도,남부순환로,서울특별시 양천구,1.1680,4,72,74,75,74,49,71,33,12,15,23,31,38,42,39,39,35,28,16,14,16,32,48,56,65
1014486,1140280101,특별광역시도,남부순환로,서울특별시 양천구,1.1680,4,85,84,85,85,83,84,69,56,67,68,73,73,77,80,77,76,76,76,81,82,86,87,87,87
1014487,1140002002,특별광역시도,신목로2길,서울특별시 양천구,0.0300,6,38,39,40,38,37,36,36,31,28,33,35,36,37,36,35,35,35,35,34,34,36,37,38,40
1014488,1140000805,특별광역시도,신목로2길,서울특별시 양천구,0.0300,6,24,24,24,25,22,23,30,33,33,32,31,32,31,31,31,31,31,32,32,32,30,27,27,25
1014489,"1140042700,1140042700,1140042700,1140042700,1140042700",특별광역시도,남부순환로,서울특별시 양천구,0.3740,2,60,60,61,60,54,58,40,39,47,40,42,43,44,45,44,43,43,41,42,46,52,55,57,58
